adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective
0.011363636363636364,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.09259259259259259,0.0,0.009259259259259259,0.0,0.09259259259259259,0.018518518518518517,0.009259259259259259,0.0,0.0,0.018518518518518517,0.009259259259259259,0.1388888888888889,0.009259259259259259,0.009259259259259259,0.0,0.09259259259259259,0.018518518518518517,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.0,0.09259259259259259,0.009259259259259259,0.10185185185185185
0.05,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.02631578947368421,0.0,0.05263157894736842,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.013157894736842105,0.0,0.10526315789473684,0.0,0.0,0.0,0.06578947368421052,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.0,0.09210526315789473,0.0,0.09210526315789473
0.11946902654867257,0.675,0.275,0.06060606060606061,0.15,0.1,0.0,0.0,0.0,0.1267605633802817,0.225,0.175,0.0859375,0.078125,0.0,0.0,0.0078125,0.078125,0.00390625,0.015625,0.0,0.00390625,0.0,0.015625,0.14453125,0.00390625,0.0,0.00390625,0.1015625,0.01171875,0.01171875,0.00390625,0.01953125,0.0,0.1015625,0.00390625,0.1015625
0.08823529411764706,0.375,0.25,0.06666666666666667,0.125,0.125,0.0,0.0,0.0,0.09090909090909091,0.125,0.125,0.09523809523809523,0.07142857142857142,0.0,0.0,0.023809523809523808,0.11904761904761904,0.047619047619047616,0.047619047619047616,0.0,0.023809523809523808,0.09523809523809523,0.0,0.16666666666666666,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.11904761904761904
0.05384615384615385,0.30434782608695654,0.17391304347826086,0.007352941176470588,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.04054054054054054,0.06521739130434782,0.06521739130434782,0.08996539792387544,0.08650519031141868,0.0,0.0,0.0034602076124567475,0.11418685121107267,0.03460207612456748,0.031141868512110725,0.006920415224913495,0.0034602076124567475,0.02422145328719723,0.0,0.13494809688581316,0.0,0.0,0.0,0.10034602076124567,0.02422145328719723,0.02422145328719723,0.0,0.03806228373702422,0.0,0.1384083044982699,0.0,0.1314878892733564
0.10344827586206896,0.6,0.26666666666666666,0.024390243902439025,0.06666666666666667,0.06666666666666667,0.07142857142857142,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.07368421052631578,0.042105263157894736,0.031578947368421054,0.010526315789473684,0.0,0.05263157894736842,0.021052631578947368,0.021052631578947368,0.0,0.0,0.021052631578947368,0.0,0.12631578947368421,0.021052631578947368,0.010526315789473684,0.010526315789473684,0.08421052631578947,0.07368421052631578,0.031578947368421054,0.0,0.031578947368421054,0.0,0.07368421052631578,0.031578947368421054,0.10526315789473684
0.11320754716981132,0.75,0.375,0.0625,0.1875,0.125,0.0625,0.0625,0.0625,0.07692307692307693,0.125,0.125,0.0782608695652174,0.05217391304347826,0.0,0.02608695652173913,0.02608695652173913,0.06086956521739131,0.017391304347826087,0.008695652173913044,0.008695652173913044,0.02608695652173913,0.05217391304347826,0.02608695652173913,0.14782608695652175,0.06956521739130435,0.017391304347826087,0.05217391304347826,0.06956521739130435,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.008695652173913044,0.008695652173913044,0.08695652173913043,0.017391304347826087,0.09565217391304348
0.07746478873239436,0.3548387096774194,0.1935483870967742,0.03076923076923077,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.043478260869565216,0.06451612903225806,0.06451612903225806,0.10429447852760736,0.09202453987730061,0.012269938650306749,0.0,0.0,0.10429447852760736,0.012269938650306749,0.012269938650306749,0.0,0.0,0.012269938650306749,0.006134969325153374,0.147239263803681,0.0,0.0,0.0,0.11042944785276074,0.024539877300613498,0.012269938650306749,0.0,0.012269938650306749,0.0,0.10429447852760736,0.012269938650306749,0.12269938650306748
0.1393939393939394,0.8518518518518519,0.2962962962962963,0.1095890410958904,0.2962962962962963,0.2222222222222222,0.03125,0.037037037037037035,0.037037037037037035,0.17307692307692307,0.3333333333333333,0.2222222222222222,0.09444444444444444,0.08888888888888889,0.0,0.011111111111111112,0.005555555555555556,0.11666666666666667,0.03888888888888889,0.027777777777777776,0.005555555555555556,0.005555555555555556,0.027777777777777776,0.0,0.1111111111111111,0.011111111111111112,0.0,0.011111111111111112,0.08888888888888889,0.03333333333333333,0.027777777777777776,0.0,0.03333333333333333,0.0,0.1388888888888889,0.0,0.13333333333333333
0.11904761904761904,0.625,0.4375,0.047619047619047616,0.125,0.125,0.0,0.0,0.0,0.0967741935483871,0.1875,0.1875,0.10101010101010101,0.09090909090909091,0.0,0.0,0.010101010101010102,0.09090909090909091,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.15151515151515152,0.010101010101010102,0.0,0.010101010101010102,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.10101010101010101,0.0,0.1111111111111111
