adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_cw_sent_div_seg,adjacent_overlap_binary_cw_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_argument_sent,adjacent_overlap_argument_sent_div_seg,adjacent_overlap_binary_argument_sent,basic_connectives,conjunctions,disjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective
0.0935672514619883,0.4,0.25,0.04225352112676056,0.075,0.075,0.0,0.0,0.0,0.0625,0.075,0.075,0.096045197740113,0.0903954802259887,0.0,0.005649717514124294,0.005649717514124294,0.11864406779661017,0.03389830508474576,0.02824858757062147,0.005649717514124294,0.011299435028248588,0.03954802259887006,0.005649717514124294,0.11299435028248588,0.005649717514124294,0.0,0.005649717514124294,0.0903954802259887,0.03389830508474576,0.03389830508474576,0.0,0.02824858757062147,0.0,0.13559322033898305,0.0,0.12429378531073447
0.11351351351351352,0.5,0.3333333333333333,0.04938271604938271,0.09523809523809523,0.07142857142857142,0.04,0.023809523809523808,0.023809523809523808,0.08928571428571429,0.11904761904761904,0.11904761904761904,0.07177033492822966,0.07177033492822966,0.0,0.0,0.0,0.08133971291866028,0.023923444976076555,0.014354066985645933,0.0,0.004784688995215311,0.019138755980861243,0.009569377990430622,0.15789473684210525,0.004784688995215311,0.004784688995215311,0.0,0.0861244019138756,0.028708133971291867,0.019138755980861243,0.009569377990430622,0.014354066985645933,0.004784688995215311,0.0861244019138756,0.009569377990430622,0.10526315789473684
0.11224489795918367,0.6111111111111112,0.3333333333333333,0.025,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.029411764705882353,0.05555555555555555,0.05555555555555555,0.08108108108108109,0.08108108108108109,0.0,0.009009009009009009,0.0,0.08108108108108109,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.0,0.12612612612612611,0.009009009009009009,0.0,0.009009009009009009,0.08108108108108109,0.0,0.0,0.0,0.009009009009009009,0.0,0.09009009009009009,0.0,0.09009009009009009
0.06779661016949153,0.34285714285714286,0.14285714285714285,0.02531645569620253,0.05714285714285714,0.05714285714285714,0.045454545454545456,0.02857142857142857,0.02857142857142857,0.058823529411764705,0.08571428571428572,0.08571428571428572,0.11052631578947368,0.10526315789473684,0.005263157894736842,0.0,0.0,0.14210526315789473,0.03684210526315789,0.03684210526315789,0.0,0.010526315789473684,0.05263157894736842,0.010526315789473684,0.08421052631578947,0.005263157894736842,0.0,0.005263157894736842,0.11052631578947368,0.042105263157894736,0.03684210526315789,0.0,0.03684210526315789,0.010526315789473684,0.15263157894736842,0.005263157894736842,0.15789473684210525
0.2383177570093458,1.9615384615384615,0.5384615384615384,0.18181818181818182,0.6153846153846154,0.3076923076923077,0.09523809523809523,0.07692307692307693,0.07692307692307693,0.21794871794871795,0.6538461538461539,0.46153846153846156,0.06666666666666667,0.058823529411764705,0.0,0.00392156862745098,0.00784313725490196,0.06666666666666667,0.011764705882352941,0.01568627450980392,0.0,0.011764705882352941,0.011764705882352941,0.0,0.12156862745098039,0.00784313725490196,0.00392156862745098,0.00392156862745098,0.06666666666666667,0.01568627450980392,0.011764705882352941,0.0,0.01568627450980392,0.00392156862745098,0.09019607843137255,0.0,0.08627450980392157
0.1375,0.6875,0.28125,0.08860759493670886,0.21875,0.15625,0.0,0.0,0.0,0.16666666666666666,0.25,0.1875,0.07027027027027027,0.05945945945945946,0.0,0.005405405405405406,0.010810810810810811,0.0918918918918919,0.032432432432432434,0.03783783783783784,0.0,0.010810810810810811,0.02702702702702703,0.0,0.13513513513513514,0.005405405405405406,0.005405405405405406,0.0,0.08108108108108109,0.03783783783783784,0.032432432432432434,0.0,0.03783783783783784,0.0,0.11351351351351352,0.0,0.11351351351351352
0.14691943127962084,0.7654320987654321,0.3950617283950617,0.09239130434782608,0.20987654320987653,0.18518518518518517,0.0392156862745098,0.024691358024691357,0.024691358024691357,0.112,0.1728395061728395,0.16049382716049382,0.0641025641025641,0.057692307692307696,0.002136752136752137,0.002136752136752137,0.004273504273504274,0.0811965811965812,0.029914529914529916,0.027777777777777776,0.004273504273504274,0.004273504273504274,0.023504273504273504,0.002136752136752137,0.11538461538461539,0.008547008547008548,0.0,0.008547008547008548,0.06623931623931624,0.029914529914529916,0.027777777777777776,0.0,0.03205128205128205,0.0,0.09615384615384616,0.002136752136752137,0.09401709401709402
0.1444043321299639,0.7017543859649122,0.42105263157894735,0.04,0.07017543859649122,0.07017543859649122,0.0,0.0,0.0,0.13793103448275862,0.21052631578947367,0.19298245614035087,0.054140127388535034,0.054140127388535034,0.0,0.006369426751592357,0.0,0.054140127388535034,0.01592356687898089,0.006369426751592357,0.0031847133757961785,0.0,0.006369426751592357,0.009554140127388535,0.12420382165605096,0.0,0.0,0.0,0.054140127388535034,0.01592356687898089,0.006369426751592357,0.006369426751592357,0.009554140127388535,0.0031847133757961785,0.06050955414012739,0.006369426751592357,0.06369426751592357
0.046511627906976744,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.11538461538461539,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.11538461538461539
0.08235294117647059,0.4117647058823529,0.23529411764705882,0.05263157894736842,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.08333333333333333,0.17647058823529413,0.17647058823529413,0.021739130434782608,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.010869565217391304,0.0,0.010869565217391304,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608
0.13702623906705538,0.7704918032786885,0.39344262295081966,0.08695652173913043,0.22950819672131148,0.16393442622950818,0.03333333333333333,0.01639344262295082,0.01639344262295082,0.1349206349206349,0.2786885245901639,0.19672131147540983,0.07046070460704607,0.056910569105691054,0.01084010840108401,0.0,0.0027100271002710027,0.07317073170731707,0.024390243902439025,0.02168021680216802,0.0,0.0027100271002710027,0.02168021680216802,0.013550135501355014,0.10569105691056911,0.005420054200542005,0.0027100271002710027,0.0027100271002710027,0.07046070460704607,0.032520325203252036,0.018970189701897018,0.0027100271002710027,0.02168021680216802,0.0,0.07859078590785908,0.013550135501355014,0.08943089430894309
0.07547169811320754,0.36363636363636365,0.09090909090909091,0.06451612903225806,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.05555555555555555,0.09090909090909091,0.09090909090909091,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.12698412698412698,0.031746031746031744,0.031746031746031744,0.0,0.0,0.031746031746031744,0.0,0.12698412698412698,0.0,0.0,0.0,0.1111111111111111,0.031746031746031744,0.031746031746031744,0.0,0.031746031746031744,0.0,0.12698412698412698,0.0,0.14285714285714285
0.07291666666666667,0.4375,0.25,0.07142857142857142,0.1875,0.1875,0.0,0.0,0.0,0.11764705882352941,0.25,0.1875,0.07272727272727272,0.05454545454545454,0.00909090909090909,0.01818181818181818,0.00909090909090909,0.045454545454545456,0.02727272727272727,0.0,0.0,0.00909090909090909,0.00909090909090909,0.01818181818181818,0.14545454545454545,0.00909090909090909,0.0,0.00909090909090909,0.07272727272727272,0.045454545454545456,0.01818181818181818,0.01818181818181818,0.0,0.0,0.06363636363636363,0.02727272727272727,0.08181818181818182
0.2013888888888889,1.2608695652173914,0.6086956521739131,0.15,0.5217391304347826,0.43478260869565216,0.0,0.0,0.0,0.25,0.5217391304347826,0.43478260869565216,0.017341040462427744,0.017341040462427744,0.0,0.0,0.0,0.017341040462427744,0.0,0.0,0.0,0.0,0.0,0.0,0.2023121387283237,0.0,0.0,0.0,0.017341040462427744,0.0,0.0,0.0,0.005780346820809248,0.0,0.017341040462427744,0.0,0.017341040462427744
0.06956521739130435,0.36363636363636365,0.18181818181818182,0.04,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.11428571428571428,0.18181818181818182,0.13636363636363635,0.07936507936507936,0.07142857142857142,0.0,0.0,0.007936507936507936,0.10317460317460317,0.031746031746031744,0.031746031746031744,0.0,0.007936507936507936,0.03968253968253968,0.0,0.09523809523809523,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.07142857142857142,0.031746031746031744,0.031746031746031744,0.0,0.031746031746031744,0.007936507936507936,0.12698412698412698,0.0,0.1111111111111111
0.14634146341463414,0.8275862068965517,0.2413793103448276,0.10526315789473684,0.27586206896551724,0.20689655172413793,0.037037037037037035,0.034482758620689655,0.034482758620689655,0.14285714285714285,0.2413793103448276,0.1724137931034483,0.07179487179487179,0.07179487179487179,0.0,0.015384615384615385,0.0,0.10256410256410256,0.03076923076923077,0.020512820512820513,0.005128205128205128,0.0,0.015384615384615385,0.0,0.14871794871794872,0.005128205128205128,0.0,0.005128205128205128,0.08717948717948718,0.03076923076923077,0.03076923076923077,0.0,0.035897435897435895,0.0,0.11794871794871795,0.005128205128205128,0.11794871794871795
