TextID,PCNARz,PCNARp,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNOa,CRFAOa,CRFSOa,LDTTRc,LDTTRa,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,SYNSTRUTa,SYNSTRUTt,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,RDFRE,RDFKGL,RDL2
\n01.chstr.cex.txt,1.113999963,86.65000153,90.15000153,0.8180000186,79.09999847,-0.4990000129,30.85000038,-5.684999943,0,1.072999954,85.76999664,0.1049999967,0.4379999936,0.2380000055,0.7129999995,0.4830000103,161.8500061,17.3409996,40.4620018,0,34.68199921,0.1410000026,0.126000002,202.3119965,167.6300049,5.78000021,52.02299881,121.387001,34.68199921,5.78000021,0,34.68199921,90.70200348,3.29399991,19.32299995
\n02.chstr.cex.txt,1.093999982,86.20999908,54.38000107,0.6510000229,74.22000122,0.006000000052,50,-5.796000004,0,1.019999981,84.37999725,0.1570000052,0.3700000048,0.1570000052,0.5680000186,0.3700000048,150.1829987,3.663000107,36.63000107,0,51.2820015,0.2090000063,0.2259999961,161.1719971,150.1829987,65.93399811,106.2269974,91.57499695,3.663000107,0,0,65.93399811,95.33699799,2.299999952,25.93499947
\n03.chstr.cex.txt,0.7480000257,77.04000092,100,-1.457000017,7.349999905,-1.011000037,15.61999989,-2.874000072,0.2099999934,-1.034999967,15.14999962,0.4589999914,0.4740000069,0.4740000069,0.5220000148,0.3729999959,56.9620018,0,12.65799999,12.65799999,12.65799999,0.1599999964,0.1539999992,208.8600006,246.8339996,56.9620018,63.29100037,31.64599991,6.328999996,0,0,25.31599998,96.62000275,1.848999977,28.92499924
\n04.chstr.cex.txt,1.083999991,85.98999786,99.80000305,-1.449000001,7.349999905,1.976999998,97.55999756,-5.672999859,0,0.5289999843,69.84999847,0.0869999975,0.2520000041,0.0869999975,0.6899999976,0.5180000067,83.33300018,0,18.5189991,18.5189991,9.258999825,0.2919999957,0.2790000141,175.9259949,212.9629974,46.29600143,83.33300018,166.6670074,37.03699875,0,0,83.33300018,100,0.2220000029,33.6230011
\n05.chstr.cex.txt,1.169999957,87.90000153,99.88999939,0.3429999948,63.31000137,3.026000023,99.87000275,-5.005000114,0,2.325000048,98.98000336,0.1850000024,0.400000006,0.200000003,0.6919999719,0.4909999967,111.1110001,27.77799988,46.29600143,27.77799988,9.258999825,0.200000003,0.2080000043,138.8890076,166.6660004,55.55599976,111.1110001,92.59300232,9.258999825,0,0,74.0739975,95.84200287,2.127000093,30.52400017
\n06.chstr.cex.txt,0.4189999998,65.91000366,29.45999908,-0.08799999952,46.81000137,-1.254999995,10.56000042,-3.41899991,0.02999999933,0.6850000024,75.16999817,0.25,0.3210000098,0.3930000067,0.7269999981,0.6230000257,101.4489975,14.49300003,28.98600006,0,28.98600006,0.1070000008,0.1150000021,260.8699951,144.9279938,57.97100067,14.49300003,101.4489975,0,0,0,28.98600006,93.85299683,2.311000109,8.529000282
\n07.chstr.cex.txt,1.628999949,94.73999786,99.95999908,4.119999886,100,1.276000023,89.80000305,-3.737999916,0,1.879999995,96.98999786,0.06199999899,0.3070000112,0.07900000364,0.4830000103,0.3190000057,154.2290039,74.6269989,87.06500244,22.38800049,17.41300011,0.2590000033,0.2399999946,116.9150009,191.5420074,44.77600098,141.7910004,146.7660065,2.487999916,0,22.38800049,94.52700043,99.49900055,1.074000001,39.03300095
\n08.chstr.cex.txt,0.5899999738,71.90000153,38.20999908,0.2890000045,61.02999878,0.2960000038,61.40999985,-3.940000057,0,0.4420000017,67,0.07400000095,0.1659999937,0.07400000095,0.6320000291,0.4219999909,116.5410004,15.03800011,33.83499908,3.759000063,15.03800011,0.2560000122,0.2259999961,191.7290039,169.1719971,48.87200165,48.87200165,93.98500061,3.759000063,0,3.759000063,26.31599998,87.46600342,2.799000025,28.18300056
\n09.chstr.cex.txt,1.585999966,94.29000092,39.36000061,0.8970000148,81.33000183,-1.164999962,12.30000019,-6.572999954,0,0.9340000153,82.37999725,0.08100000024,0.1850000024,0.1040000021,0.5759999752,0.3689999878,162.1620026,9.008999825,45.04499817,9.008999825,40.54100037,0.2140000015,0.2199999988,202.7039948,153.154007,22.52300072,63.06299973,112.612999,0,0,0,54.05400085,98.52200317,0.9309999943,26.57799911
\n10.chstr.cex.txt,-0.2129999995,41.68000031,99.18000031,0.9869999886,83.65000153,3.755000114,100,-3.584000111,0,0.8149999976,79.09999847,0.07999999821,0.2160000056,0.08799999952,0.6710000038,0.4609999955,130.9519958,17.85700035,47.61899948,0,29.76199913,0.1870000064,0.1480000019,232.1430054,166.6670074,23.80999947,47.61899948,71.42900085,0,0,0,59.52399826,95.67299652,2.23300004,26.2859993
\n11.chstr.cex.txt,0.7310000062,76.73000336,100,-0.4449999928,33,2.615999937,99.55000305,-6.870999813,0,0.2579999864,59.86999893,0.2509999871,0.4979999959,0.2599999905,0.6570000052,0.3939999938,122.9509964,8.19699955,28.68899918,16.39299965,24.59000015,0.1790000051,0.1920000017,180.3280029,172.1309967,24.59000015,57.3769989,106.5569992,4.09800005,0,4.09800005,69.67199707,99.18800354,1.669999957,27.76600075
\n12.chstr.cex.txt,0.9100000262,81.58999634,6.809999943,1.042999983,85.08000183,0.04699999839,51.59999847,-5.900000095,0,-0.67900002,25.13999939,0.04600000009,0.1080000028,0.07699999958,0.84799999,0.6629999876,120.8789978,10.98900032,76.92299652,32.96699905,32.96699905,0.08100000024,0.1010000035,197.802002,142.8569946,0,98.90100098,76.92299652,10.98900032,0,32.96699905,0,92.20400238,2.282999992,15.78499985
\n13.chstr.cex.txt,0.5130000114,69.5,99.29000092,-1.004999995,15.86999989,1.595999956,94.41000366,-4.235000134,0,1.542000055,93.81999969,0.1330000013,0.2669999897,0.200000003,0.875,0.80400002,78.43099976,19.6079998,19.6079998,19.6079998,0,0.2049999982,0.202000007,196.0789948,176.470993,0,78.43099976,117.6470032,39.2159996,19.6079998,0,39.2159996,98.71800232,1.601999998,24.26799965
\n14.chstr.cex.txt,1.131000042,87.08000183,89.62000275,-0.4320000112,33.36000061,0.05799999833,51.99000168,-4.826000214,0,0.6719999909,74.86000061,0.08600000292,0.1710000038,0.123999998,0.7039999962,0.4869999886,110.1699982,8.475000381,25.42399979,8.475000381,16.9489994,0.3269999921,0.2689999938,152.5429993,203.3899994,42.3730011,50.84700012,110.1699982,8.475000381,0,0,67.79699707,100,0.5849999785,37.50299835
\n15.chstr.cex.txt,1.735000014,95.81999969,37.06999969,2.584000111,99.51000214,-1.333999991,9.180000305,-3.184999943,0.0700000003,0.6039999723,72.56999969,0.200000003,0.2669999897,0.200000003,0.8569999933,0.75,150,25,75,0,50,0.1620000005,0.1650000066,200,175,25,100,125,50,0,0,50,100,0.875,21.45599937
\n16.chstr.cex.txt,0.6100000143,72.91000366,15.86999989,-1.039999962,14.92000008,0.03799999878,51.20000076,-5.006999969,0,1.417000055,92.06999969,0.05200000107,0.1040000021,0.0700000003,0.7860000134,0.5529999733,114.5830002,20.83300018,10.41699982,0,0,0.1860000044,0.1430000067,218.7510071,145.8329926,41.66699982,20.83300018,83.33300018,10.41699982,0,0,72.91699982,100,0.3829999864,16.93300056
\n17.chstr.cex.txt,-0.7239999771,23.57999992,9.340000153,-0.7630000114,22.36000061,1.052000046,85.30999756,-7.362999916,0,1.437000036,92.36000061,0.04800000042,0.07599999756,0.1099999994,0.75,0.5199999809,133.3329926,13.33300018,13.33300018,13.33300018,0,0.150000006,0.1679999977,346.6669922,160,26.66699982,0,26.66699982,0,0,0,26.66699982,99.22499847,0.351000011,9.854999542
\n18.chstr.cex.txt,0.8180000186,79.09999847,9.010000229,-0.3210000098,37.45000076,1.184999943,88.09999847,-4.769000053,0,2.137000084,98.33999634,0.04800000042,0.04800000042,0.04800000042,0.8999999762,0.6890000105,131.147995,0,49.18000031,16.39299965,32.78699875,0.04800000042,0.04899999872,147.5410004,147.5390015,81.96700287,81.96700287,49.18000031,0,0,0,16.39299965,95.37000275,2.121999979,17.60000038
\n19.chstr.cex.txt,0.6970000267,75.48999786,31.55999947,-0.2960000038,38.59000015,-0.1120000035,45.61999893,-9.046999931,0,1.521000028,93.56999969,0.0700000003,0.1809999943,0.07900000364,0.6259999871,0.4050000012,176.1900024,4.762000084,23.80999947,4.762000084,23.80999947,0.172999993,0.1889999956,223.8099976,157.1430054,57.14300156,66.66699982,71.42900085,0,0,0,57.14300156,97.41999817,1.603000045,17.1989994
